Arbrook,Model Switch Time,BGFX,Model Switch Time,Native,Model Switch Time,
 ,0.0189, ,9e-04, ,0.0238,
 ,0.019, ,2e-04, ,0.02,
 ,0.0201, ,3e-04, ,0.0212,
 ,0.4142, ,3e-04, ,0.3146,
 ,0.0218, ,4e-04, ,0.0235,
 ,0.0364, ,3e-04, ,0.0326,
 ,0.0187, ,3e-04, ,0.0194,
 ,0.0183, ,4e-04, ,0.0184,
 ,0.0983, ,2e-04, ,0.1767,
 ,0.2602, ,3e-04, ,0.1305,
 ,0.0163, ,3e-04, ,0.0187,
 ,0.43, ,5e-04, ,0.2673,
 ,0.02, ,5e-04, ,0.0181,
 ,0.0194, ,3e-04, ,0.0209,
 ,0.0244, ,3e-04, ,0.0212,
 ,0.3724, ,3e-04, ,0.3872,
 ,0.0279, ,0.0014, ,0.0231,
 ,0.0338, ,3e-04, ,0.03,
 ,0.0187, ,3e-04, ,0.0194,
 ,0.018, ,3e-04, ,0.0181,
 ,0.1077, ,4e-04, ,0.098,
 ,0.2032, ,3e-04, ,0.2281,
 ,0.0171, ,4e-04, ,0.0199,
 ,0.2843, ,4e-04, ,0.2422,
 ,0.0214, ,6e-04, ,0.018,
 ,0.0207, ,4e-04, ,0.02,
 ,0.0199, ,3e-04, ,0.0212,
 ,0.858, ,3e-04, ,0.6251,
 ,0.1368, ,3e-04, ,0.0268,
 ,0.0349, ,3e-04, ,0.0331,
 ,0.0199, ,4e-04, ,0.0198,
 ,0.0183, ,4e-04, ,0.0182,
 ,0.1834, ,3e-04, ,0.2113,
 ,0.1536, ,4e-04, ,0.1755,
 ,0.0172, ,5e-04, ,0.0263,
 ,0.7589, ,4e-04, ,0.2329,
 ,0.0192, ,6e-04, ,0.0203,
 ,0.0199, ,3e-04, ,0.0203,
 ,0.0198, ,5e-04, ,0.0218,
 ,0.3725, ,3e-04, ,0.3267,
 ,0.0278, ,7e-04, ,0.0235,
 ,0.0323, ,3e-04, ,0.0319,
 ,0.0187, ,3e-04, ,0.019,
 ,0.0187, ,3e-04, ,0.0191,
 ,0.0996, ,6e-04, ,0.2082,
 ,0.2417, ,3e-04, ,0.1306,
 ,0.0175, ,4e-04, ,0.0192,
 ,0.253, ,3e-04, ,0.2719,
 ,0.0173, ,0.0012, ,0.0181,
 ,0.0193, ,4e-04, ,0.0206,
 ,0.0201, ,3e-04, ,0.022,
 ,0.9049, ,3e-04, ,0.378,
 ,0.0221, ,3e-04, ,0.0227,
 ,0.3084, ,4e-04, ,0.0299,
 ,0.0262, ,4e-04, ,0.0196,
 ,0.0186, ,4e-04, ,0.0174,
 ,0.1018, ,5e-04, ,0.096,
 ,0.2134, ,3e-04, ,0.5373,
 ,0.0175, ,4e-04, ,0.0242,
 ,0.2722, ,3e-04, ,0.2085,
 ,0.0185, ,0.0013, ,0.0181,
 ,0.0212, ,3e-04, ,0.0201,
 ,0.0203, ,3e-04, ,0.0218,
 ,0.3412, ,4e-04, ,0.3199,
 ,0.0214, ,3e-04, ,0.021,
 ,0.0358, ,2e-04, ,0.0317,
 ,0.0178, ,5e-04, ,0.0186,
 ,0.0255, ,4e-04, ,0.0181,
 ,0.1714, ,4e-04, ,0.1956,
 ,0.1384, ,4e-04, ,0.1281,
 ,0.017, ,4e-04, ,0.0193,
 ,0.2709, ,4e-04, ,0.2946,
 ,0.0177, ,7e-04, ,0.0179,
 ,0.0212, ,3e-04, ,0.0224,
 ,0.0216, ,3e-04, ,0.0219,
 ,0.4147, ,2e-04, ,0.4067,
 ,0.0239, ,9e-04, ,0.0226,
 ,0.0336, ,3e-04, ,0.0313,
 ,0.0183, ,4e-04, ,0.0193,
 ,0.0185, ,3e-04, ,0.0176,
 ,0.0968, ,2e-04, ,0.0976,
 ,0.2261, ,4e-04, ,0.3032,
 ,0.0166, ,4e-04, ,0.0203,
 ,0.4196, ,3e-04, ,0.2482,
 ,0.0188, ,8e-04, ,0.0176,
 ,0.0196, ,3e-04, ,0.0199,
 ,0.0224, ,3e-04, ,0.0224,
 ,0.3538, ,5e-04, ,0.3692,
 ,0.0204, ,4e-04, ,0.0646,
 ,0.0355, ,3e-04, ,0.3196,
 ,0.0182, ,3e-04, ,0.0194,
 ,0.0184, ,3e-04, ,0.0194,
 ,0.2095, ,3e-04, ,0.0986,
 ,0.1948, ,3e-04, ,0.1677,
 ,0.0213, ,3e-04, ,0.0187,
 ,0.2506, ,3e-04, ,0.2161,
 ,0.018, ,3e-04, ,0.0179,
 ,0.0194, ,5e-04, ,0.0197,
 ,0.0196, ,3e-04, ,0.0223,
 ,0.3186, ,3e-04, ,0.3173,
 ,0.0213, ,0.001, ,0.0229,
 ,0.0331, ,3e-04, ,0.0303,
 ,0.018, ,3e-04, ,0.0199,
 ,0.0182, ,2e-04, ,0.0184,
 ,0.1613, ,3e-04, ,0.187,
 ,0.1879, ,3e-04, ,0.1301,
 ,0.0184, ,3e-04, ,0.0192,
 ,0.2894, ,3e-04, ,0.2878,
 ,0.0192, ,4e-04, ,0.0176,
 ,0.0203, ,2e-04, ,0.02,
 ,0.0217, ,3e-04, ,0.0221,
 ,0.4329, ,2e-04, ,0.4083,
 ,0.1553, ,0.0015, ,0.0247,
 ,0.1491, ,2e-04, ,0.0306,
 ,0.0188, ,3e-04, ,0.0209,
 ,0.0185, ,2e-04, ,0.0183,
 ,0.1049, ,3e-04, ,0.0975,
 ,0.2027, ,3e-04, ,0.2305,
 ,0.0169, ,3e-04, ,0.0183,
 ,0.2663, ,3e-04, ,0.2579,
 ,0.0175, ,3e-04, ,0.0204,
 ,0.0275, ,3e-04, ,0.0215,
 ,0.0198, ,3e-04, ,0.0209,
 ,0.3349, ,3e-04, ,0.3085,
 ,0.0202, ,7e-04, ,0.0195,
 ,0.0342, ,3e-04, ,0.1162,
 ,0.0202, ,4e-04, ,0.0172,
 ,0.0195, ,3e-04, ,0.0174,
 ,0.193, ,3e-04, ,0.0962,
 ,0.1577, ,6e-04, ,0.1988,
 ,0.0175, ,5e-04, ,0.0245,
 ,0.4094, ,3e-04, ,0.2417,
 ,0.0191, ,5e-04, ,0.0617,
 ,0.0198, ,2e-04, ,0.0235,
 ,0.0201, ,3e-04, ,0.0234,
 ,0.3953, ,3e-04, ,0.4631,
 ,0.0227, ,6e-04, ,0.0337,
 ,0.033, ,4e-04, ,0.038,
 ,0.0181, ,4e-04, ,0.0212,
 ,0.0181, ,3e-04, ,0.019,
 ,0.0997, ,4e-04, ,0.2424,
 ,0.2452, ,4e-04, ,0.1936,
 ,0.0167, ,3e-04, ,0.0198,
 ,0.7747, ,3e-04, ,0.4002,
 ,0.0192, ,3e-04, ,0.0212,
 ,0.021, ,2e-04, ,0.0262,
 ,0.0221, ,2e-04, ,0.0239,
 ,0.3925, ,3e-04, ,0.7971,
 ,0.027, ,3e-04, ,0.0288,
 ,0.0333, ,2e-04, ,0.0427,
 ,0.0188, ,3e-04, ,0.0295,
 ,0.0194, ,2e-04, ,0.0206,
 ,0.0982, ,3e-04, ,0.1318,
 ,0.2638, ,4e-04, ,0.2465,
 ,0.0186, ,3e-04, ,0.0192,
 ,0.2363, ,3e-04, ,0.2882,
 ,0.0176, ,4e-04, ,0.0183,
 ,0.0194, ,3e-04, ,0.0192,
 ,0.0199, ,2e-04, ,0.0221,
 ,0.3868, ,2e-04, ,0.393,
 ,0.0251, ,4e-04, ,0.0205,
 ,0.0337, ,2e-04, ,0.0351,
 ,0.02, ,3e-04, ,0.0182,
 ,0.0192, ,2e-04, ,0.0187,
 ,0.189, ,3e-04, ,0.1969,
 ,0.1585, ,4e-04, ,0.1915,
 ,0.0174, ,3e-04, ,0.0218,
 ,0.294, ,2e-04, ,0.2272,
 ,0.0179, ,0.0017, ,0.0224,
 ,0.0207, ,3e-04, ,0.0203,
 ,0.0204, ,3e-04, ,0.0215,
 ,1.071, ,3e-04, ,0.3603,
 ,0.1599, ,3e-04, ,0.0228,
 ,0.3469, ,3e-04, ,0.5334,
 ,0.0187, ,3e-04, ,0.0294,
 ,0.022, ,2e-04, ,0.0205,
 ,0.1054, ,2e-04, ,0.1461,
 ,0.2655, ,3e-04, ,0.1562,
 ,0.0169, ,3e-04, ,0.0178,
 ,0.2452, ,2e-04, ,0.2728,
 ,0.0182, ,7e-04, ,0.0176,
 ,0.0197, ,2e-04, ,0.0217,
 ,0.0199, ,2e-04, ,0.0225,
 ,0.3608, ,3e-04, ,0.4268,
 ,0.0213, ,3e-04, ,0.0277,
 ,0.1188, ,3e-04, ,0.0305,
 ,0.0171, ,3e-04, ,0.0209,
 ,0.0178, ,2e-04, ,0.0183,
 ,0.0973, ,2e-04, ,0.105,
 ,0.2114, ,3e-04, ,0.179,
 ,0.018, ,3e-04, ,0.0183,
 ,0.2567, ,2e-04, ,0.2423,
 ,0.0226, ,0.0011, ,0.0219,
 ,0.0255, ,4e-04, ,0.021,
 ,0.0195, ,3e-04, ,0.0219,
 ,0.3329, ,3e-04, ,0.3434,
 ,0.0202, ,3e-04, ,0.0191,
 ,0.0326, ,3e-04, ,0.0312,
 ,0.0182, ,3e-04, ,0.0197,
 ,0.0182, ,3e-04, ,0.0194,
 ,0.2192, ,2e-04, ,0.1949,
 ,0.1507, ,3e-04, ,0.1388,
 ,0.0166, ,3e-04, ,0.0179,
 ,0.3379, ,3e-04, ,0.28,
 ,0.0192, ,3e-04, ,0.0175,
 ,0.0191, ,2e-04, ,0.0197,
 ,0.0209, ,3e-04, ,0.0206,
 ,0.4028, ,3e-04, ,0.3917,
 ,0.0214, ,5e-04, ,0.0227,
 ,0.0349, ,2e-04, ,0.0312,
 ,0.0203, ,2e-04, ,0.0204,
 ,0.019, ,3e-04, ,0.018,
 ,0.1113, ,2e-04, ,0.0964,
 ,0.2285, ,3e-04, ,0.2387,
 ,0.0165, ,3e-04, ,0.018,
 ,0.2591, ,3e-04, ,0.2521,
 ,0.0172, ,6e-04, ,0.0179,
 ,0.0192, ,2e-04, ,0.0205,
 ,0.02, ,3e-04, ,0.0218,
 ,0.3338, ,3e-04, ,0.3427,
 ,0.0198, ,5e-04, ,0.0308,
 ,0.0327, ,3e-04, ,0.033,
 ,0.018, ,3e-04, ,0.0207,
 ,0.018, ,5e-04, ,0.0204,
 ,0.2007, ,3e-04, ,0.1041,
 ,0.1991, ,3e-04, ,0.19,
 ,0.0213, ,3e-04, ,0.0203,
 ,0.2569, ,3e-04, ,0.2354,
 ,0.0197, ,9e-04, ,0.0183,
 ,0.0194, ,3e-04, ,0.0194,
 ,0.0194, ,4e-04, ,0.025,
 ,0.3187, ,2e-04, ,0.3306,
 ,0.1609, ,3e-04, ,0.0241,
 ,0.3192, ,2e-04, ,0.031,
 ,0.0193, ,3e-04, ,0.0197,
 ,0.0188, ,5e-04, ,0.0184,
 ,0.1279, ,3e-04, ,0.1808,
 ,0.143, ,3e-04, ,0.1406,
 ,0.0164, ,3e-04, ,0.0188,
 ,0.4074, ,2e-04, ,0.2809,
 ,0.0188, ,0.0013, ,0.0181,
 ,0.0193, ,2e-04, ,0.0199,
 ,0.0191, ,2e-04, ,0.0213,
 ,0.3803, ,5e-04, ,0.3896,
 ,0.023, ,5e-04, ,0.0226,
 ,0.0312, ,3e-04, ,0.0317,
 ,0.0204, ,7e-04, ,0.0205,
 ,0.0194, ,2e-04, ,0.0184,
 ,0.0985, ,3e-04, ,0.0974,
 ,0.2373, ,3e-04, ,0.2296,
 ,0.0193, ,2e-04, ,0.018,
 ,0.2441, ,3e-04, ,0.2103,
 ,0.0189, ,6e-04, ,0.0172,
 ,0.0198, ,4e-04, ,0.0198,
 ,0.0213, ,5e-04, ,0.0206,
 ,0.3447, ,5e-04, ,0.3549,
 ,0.0215, ,4e-04, ,0.0205,
 ,0.0375, ,3e-04, ,0.1255,
 ,0.0203, ,3e-04, ,0.0193,
 ,0.0193, ,3e-04, ,0.0187,
 ,0.2075, ,4e-04, ,0.0976,
 ,0.1607, ,4e-04, ,0.1954,
 ,0.0169, ,3e-04, ,0.0198,
 ,0.7318, ,3e-04, ,0.2089,
 ,0.0193, ,5e-04, ,0.0189,
 ,0.0197, ,3e-04, ,0.02,
 ,0.0195, ,3e-04, ,0.0212,
 ,0.3985, ,4e-04, ,0.6857,
 ,0.0282, ,4e-04, ,0.0263,
 ,0.034, ,3e-04, ,0.0319,
 ,0.0183, ,3e-04, ,0.0194,
 ,0.0185, ,3e-04, ,0.0712,
 ,0.1038, ,3e-04, ,0.204,
 ,0.261, ,3e-04, ,0.1675,
 ,0.0174, ,3e-04, ,0.0192,
 ,0.2566, ,2e-04, ,0.2885,
 ,0.0184, ,6e-04, ,0.0184,
 ,0.0194, ,2e-04, ,0.0206,
 ,0.0197, ,3e-04, ,0.022,
 ,0.3742, ,4e-04, ,0.434,
 ,0.0207, ,3e-04, ,0.0233,
 ,0.032, ,2e-04, ,0.0341,
 ,0.0193, ,3e-04, ,0.0215,
 ,0.0196, ,3e-04, ,0.0183,
 ,0.0978, ,3e-04, ,0.1136,
 ,0.2231, ,3e-04, ,0.2384,
 ,0.0176, ,5e-04, ,0.0181,
 ,0.2461, ,6e-04, ,0.2538,
 ,0.018, ,6e-04, ,0.0172,
 ,0.0234, ,4e-04, ,0.0222,
 ,0.0201, ,3e-04, ,0.0243,
 ,0.5703, ,3e-04, ,0.3612,
 ,0.1784, ,3e-04, ,0.0196,
 ,0.0352, ,3e-04, ,0.0337,
 ,0.0186, ,5e-04, ,0.018,
 ,0.0183, ,3e-04, ,0.02,
 ,0.2303, ,3e-04, ,0.4697,
 ,0.1741, ,3e-04, ,0.189,
 ,0.0215, ,3e-04, ,0.0237,
 ,0.3925, ,2e-04, ,0.2315,
 ,0.0184, ,3e-04, ,0.0231,
 ,0.0202, ,3e-04, ,0.0209,
 ,0.0235, ,3e-04, ,0.0225,
 ,0.3911, ,5e-04, ,0.3444,
 ,0.0258, ,0.0016, ,0.0251,
 ,0.0358, ,3e-04, ,0.0343,
 ,0.0191, ,3e-04, ,0.02,
 ,0.0201, ,3e-04, ,0.0191,
 ,0.1113, ,3e-04, ,0.1321,
 ,0.2643, ,3e-04, ,0.142,
 ,0.0191, ,3e-04, ,0.0198,
 ,0.2546, ,2e-04, ,0.2726,
 ,0.0177, ,8e-04, ,0.0192,
 ,0.0201, ,2e-04, ,0.021,
 ,0.0196, ,3e-04, ,0.0217,
 ,0.3831, ,3e-04, ,0.419,
 ,0.0263, ,0.0012, ,0.0255,
 ,0.1376, ,2e-04, ,0.032,
 ,0.0212, ,4e-04, ,0.0229,
 ,0.0531, ,3e-04, ,0.0184,
 ,0.1088, ,4e-04, ,0.0987,
 ,0.1912, ,3e-04, ,0.1967,
 ,0.0201, ,2e-04, ,0.0199,
 ,0.2659, ,2e-04, ,0.228,
 ,0.0197, ,4e-04, ,0.0186,
 ,0.0221, ,3e-04, ,0.0289,
 ,0.0204, ,3e-04, ,0.022,
 ,0.3406, ,3e-04, ,0.7383,
 ,0.023, ,4e-04, ,0.0207,
 ,0.0348, ,2e-04, ,0.0328,
 ,0.0188, ,4e-04, ,0.0191,
 ,0.0181, ,3e-04, ,0.0181,
 ,0.1651, ,3e-04, ,0.2048,
 ,0.1497, ,3e-04, ,0.1507,
 ,0.0227, ,2e-04, ,0.0212,
 ,0.2989, ,5e-04, ,0.2877,
 ,0.0182, ,8e-04, ,0.0199,
 ,0.0208, ,3e-04, ,0.0196,
 ,0.0221, ,3e-04, ,0.0207,
 ,0.4049, ,3e-04, ,0.4148,
 ,0.0257, ,3e-04, ,0.0228,
 ,0.0347, ,2e-04, ,0.0322,
 ,0.0184, ,4e-04, ,0.0196,
 ,0.0182, ,3e-04, ,0.018,
 ,0.1078, ,3e-04, ,0.0979,
 ,0.2302, ,3e-04, ,0.2433,
 ,0.0246, ,2e-04, ,0.0181,
 ,0.7703, ,3e-04, ,0.235,
 ,0.0207, ,3e-04, ,0.0184,
 ,0.0225, ,2e-04, ,0.0193,
 ,0.0222, ,3e-04, ,0.0227,
 ,0.4006, ,5e-04, ,0.3678,
 ,0.0244, ,3e-04, ,0.0214,
 ,0.0398, ,4e-04, ,0.0303,
 ,0.0184, ,3e-04, ,0.0184,
 ,0.0193, ,3e-04, ,0.0182,
 ,0.2247, ,2e-04, ,0.0993,
 ,0.2292, ,3e-04, ,0.2108,
 ,0.0217, ,2e-04, ,0.0524,
 ,0.5346, ,2e-04, ,0.4689,
 ,0.0233, ,3e-04, ,0.0185,
 ,0.0194, ,2e-04, ,0.0204,
 ,0.0208, ,3e-04, ,0.0211,
 ,0.3505, ,3e-04, ,0.3173,
 ,0.0296, ,3e-04, ,0.0844,
 ,0.0386, ,3e-04, ,0.0308,
 ,0.02, ,3e-04, ,0.0197,
 ,0.0203, ,3e-04, ,0.0183,
 ,0.1613, ,3e-04, ,0.179,
 ,0.1661, ,3e-04, ,0.1316,
 ,0.0172, ,2e-04, ,0.0197,
 ,0.2503, ,2e-04, ,0.2729,
 ,0.0233, ,0.0014, ,0.0181,
 ,0.0194, ,4e-04, ,0.0206,
 ,0.0216, ,3e-04, ,0.0219,
 ,0.6445, ,3e-04, ,0.3937,
 ,0.1388, ,3e-04, ,0.0222,
 ,0.0352, ,3e-04, ,0.0495,
 ,0.0181, ,3e-04, ,0.0194,
 ,0.0188, ,2e-04, ,0.0178,
 ,0.1086, ,3e-04, ,0.106,
 ,0.22, ,3e-04, ,0.2256,
 ,0.017, ,3e-04, ,0.0176,
 ,0.2669, ,5e-04, ,0.2393,
 ,0.0177, ,5e-04, ,0.0175,
 ,0.0201, ,8e-04, ,0.0197,
 ,0.0211, ,3e-04, ,0.0211,
 ,0.3681, ,6e-04, ,0.3915,
 ,0.0254, ,6e-04, ,0.0216,
 ,0.0351, ,6e-04, ,0.3099,
 ,0.0178, ,6e-04, ,0.0187,
 ,0.02, ,4e-04, ,0.0195,
 ,0.2456, ,5e-04, ,0.0997,
 ,0.1864, ,5e-04, ,0.1618,
 ,0.0176, ,5e-04, ,0.0222,
 ,0.2537, ,6e-04, ,0.2027,
 ,0.0186, ,5e-04, ,0.0227,
 ,0.0188, ,4e-04, ,0.0197,
 ,0.0199, ,3e-04, ,0.0219,
 ,0.43, ,3e-04, ,0.3109,
 ,0.0223, ,9e-04, ,0.0263,
 ,0.0349, ,2e-04, ,0.0319,
 ,0.0185, ,3e-04, ,0.0188,
 ,0.0185, ,3e-04, ,0.0185,
 ,0.1166, ,3e-04, ,0.1602,
 ,0.2867, ,4e-04, ,0.1268,
 ,0.0164, ,3e-04, ,0.0208,
 ,0.5191, ,3e-04, ,0.279,
 ,0.0189, ,6e-04, ,0.0186,
 ,0.0189, ,4e-04, ,0.0206,
 ,0.0196, ,3e-04, ,0.0206,
 ,0.3928, ,3e-04, ,0.387,
 ,0.0272, ,5e-04, ,0.0213,
 ,0.0338, ,3e-04, ,0.0316,
 ,0.0181, ,3e-04, ,0.0193,
 ,0.0187, ,5e-04, ,0.0174,
 ,0.1065, ,5e-04, ,0.1036,
 ,0.1847, ,5e-04, ,0.2233,
 ,0.016, ,6e-04, ,0.0185,
 ,0.2832, ,4e-04, ,0.2119,
 ,0.0229, ,5e-04, ,0.019,
 ,0.0207, ,5e-04, ,0.0196,
 ,0.0202, ,6e-04, ,0.0216,
 ,0.3367, ,3e-04, ,0.3,
 ,0.0245, ,5e-04, ,0.0197,
 ,0.0373, ,3e-04, ,0.0309,
 ,0.0195, ,6e-04, ,0.02,
 ,0.0182, ,5e-04, ,0.0186,
 ,0.1926, ,6e-04, ,0.1834,
 ,0.1583, ,4e-04, ,0.1742,
 ,0.0177, ,3e-04, ,0.0252,
 ,0.541, ,7e-04, ,0.2126,
 ,0.0192, ,3e-04, ,0.0209,
 ,0.0213, ,3e-04, ,0.0196,
 ,0.0222, ,7e-04, ,0.0268,
 ,0.4122, ,4e-04, ,0.3199,
 ,0.0239, ,4e-04, ,0.0252,
 ,0.0361, ,3e-04, ,0.0329,
 ,0.0182, ,3e-04, ,0.0187,
 ,0.0265, ,4e-04, ,0.0175,
 ,0.2003, ,6e-04, ,0.1549,
 ,0.2238, ,5e-04, ,0.1287,
 ,0.018, ,4e-04, ,0.0187,
 ,0.2793, ,7e-04, ,0.2599,
 ,0.0186, ,4e-04, ,0.0188,
 ,0.0213, ,3e-04, ,0.0217,
 ,0.0222, ,4e-04, ,0.0213,
 ,0.3648, ,3e-04, ,0.3753,
 ,0.0203, ,5e-04, ,0.0205,
 ,0.1248, ,8e-04, ,0.0309,
 ,0.0182, ,5e-04, ,0.0189,
 ,0.0193, ,5e-04, ,0.0181,
 ,0.1083, ,6e-04, ,0.0954,
 ,0.1961, ,6e-04, ,0.2119,
 ,0.0212, ,3e-04, ,0.0198,
 ,0.278, ,2e-04, ,0.2329,
 ,0.0176, ,4e-04, ,0.0183,
 ,0.0195, ,3e-04, ,0.0206,
 ,0.0235, ,5e-04, ,0.0206,
 ,0.3408, ,4e-04, ,0.877,
 ,0.0239, ,3e-04, ,0.0231,
 ,0.0359, ,2e-04, ,0.0309,
 ,0.0193, ,5e-04, ,0.0184,
 ,0.0189, ,4e-04, ,0.0198,
 ,0.1701, ,4e-04, ,0.2036,
 ,0.1498, ,4e-04, ,0.1502,
 ,0.0165, ,4e-04, ,0.018,
 ,0.7976, ,3e-04, ,0.2827,
 ,0.0192, ,3e-04, ,0.0182,
 ,0.02, ,3e-04, ,0.0197,
 ,0.0231, ,3e-04, ,0.0224,
 ,0.4976, ,4e-04, ,0.4026,
 ,0.0253, ,4e-04, ,0.0207,
 ,0.0334, ,2e-04, ,0.0312,
 ,0.0183, ,3e-04, ,0.0204,
 ,0.0186, ,3e-04, ,0.0186,
 ,0.109, ,6e-04, ,0.0984,
 ,0.2416, ,4e-04, ,0.2383,
 ,0.0254, ,3e-04, ,0.02,
 ,0.2938, ,1e-04, ,0.2223,
 ,0.0278, ,3e-04, ,0.0177,
 ,0.0221, ,3e-04, ,0.0223,
 ,0.0233, ,4e-04, ,0.0223,
 ,0.4634, ,3e-04, ,0.3667,
 ,0.021, ,5e-04, ,0.0586,
 ,0.046, ,4e-04, ,0.2664,
 ,0.0268, ,8e-04, ,0.0195,
 ,0.0213, ,5e-04, ,0.0231,
 ,0.2126, ,5e-04, ,0.1008,
 ,0.2702, ,4e-04, ,0.1842,
 ,0.0244, ,4e-04, ,0.0181,
 ,0.3362, ,4e-04, ,0.2114,
 ,0.0263, ,2e-04, ,0.0175,
 ,0.021, ,3e-04, ,0.0231,
 ,0.0933, ,7e-04, ,0.0211,
 ,0.4711, ,4e-04, ,0.3125,
 ,0.0317, ,5e-04, ,0.0212,
 ,0.0417, ,2e-04, ,0.036,
 ,0.0186, ,6e-04, ,0.0198,
 ,0.0193, ,4e-04, ,0.0185,
 ,0.1834, ,4e-04, ,0.1627,
 ,0.2113, ,4e-04, ,0.1578,
 ,0.0193, ,3e-04, ,0.0175,
 ,0.308, ,2e-04, ,0.2644,
 ,0.0193, ,2e-04, ,0.0177,
 ,0.0206, ,3e-04, ,0.0192,
 ,0.0254, ,4e-04, ,0.0203,
 ,0.5284, ,3e-04, ,0.3872,
 ,0.0238, ,3e-04, ,0.0208,
 ,0.0406, ,2e-04, ,0.0304,
 ,0.0194, ,5e-04, ,0.0202,
 ,0.0315, ,4e-04, ,0.0184,
 ,0.4547, ,4e-04, ,0.0964,
 ,0.2969, ,3e-04, ,0.228,
 ,0.0177, ,3e-04, ,0.0198,
 ,0.327, ,2e-04, ,0.2305,
 ,0.0209, ,3e-04, ,0.0173,
 ,0.0222, ,3e-04, ,0.0233,
 ,0.0231, ,3e-04, ,0.0228,
 ,0.4381, ,4e-04, ,0.3139,
 ,0.0215, ,5e-04, ,0.019,
 ,0.0419, ,3e-04, ,0.1221,
 ,0.0184, ,3e-04, ,0.0188,
 ,0.0181, ,3e-04, ,0.0189,
 ,0.2726, ,4e-04, ,0.1007,
 ,0.3147, ,4e-04, ,0.1767,
 ,0.0191, ,3e-04, ,0.0228,
 ,1.0131, ,2e-04, ,0.2159,
 ,0.022, ,4e-04, ,0.0196,
 ,0.0208, ,3e-04, ,0.0198,
 ,0.0229, ,4e-04, ,0.025,
 ,0.496, ,3e-04, ,0.326,
 ,0.0231, ,3e-04, ,0.0231,
 ,0.0423, ,2e-04, ,0.0313,
 ,0.019, ,4e-04, ,0.0208,
 ,0.0208, ,3e-04, ,0.0184,
 ,0.1212, ,4e-04, ,0.1307,
 ,0.2971, ,4e-04, ,0.1377,
 ,0.0176, ,3e-04, ,0.0176,
 ,0.2938, ,2e-04, ,0.2728,
 ,0.0174, ,3e-04, ,0.0191,
 ,0.0204, ,3e-04, ,0.0232,
 ,0.0224, ,7e-04, ,0.0208,
 ,0.4072, ,5e-04, ,0.3961,
 ,0.0244, ,4e-04, ,0.0225,
 ,0.0341, ,2e-04, ,0.0315,
 ,0.0183, ,4e-04, ,0.0204,
 ,0.0178, ,4e-04, ,0.0205,
 ,0.1119, ,4e-04, ,0.3786,
 ,0.2031, ,4e-04, ,0.2187,
 ,0.0169, ,4e-04, ,0.0182,
 ,0.3468, ,2e-04, ,0.2125,
 ,0.0179, ,2e-04, ,0.0177,
 ,0.0197, ,5e-04, ,0.0229,
 ,0.0222, ,4e-04, ,0.0221,
 ,0.3583, ,5e-04, ,0.2987,
 ,0.021, ,4e-04, ,0.0197,
 ,0.0341, ,3e-04, ,0.0311,
 ,0.0253, ,5e-04, ,0.0181,
 ,0.0207, ,4e-04, ,0.0196,
 ,0.181, ,5e-04, ,0.2077,
 ,0.1558, ,4e-04, ,0.1603,
 ,0.0164, ,3e-04, ,0.0253,
 ,0.2958, ,2e-04, ,0.2104,
 ,0.0182, ,3e-04, ,0.0206,
 ,0.0209, ,3e-04, ,0.0205,
 ,0.022, ,4e-04, ,0.0217,
 ,0.4137, ,3e-04, ,0.3747,
 ,0.0266, ,4e-04, ,0.178,
 ,0.0455, ,2e-04, ,0.0299,
 ,0.0235, ,4e-04, ,0.0184,
 ,0.0197, ,4e-04, ,0.0179,
 ,0.1134, ,4e-04, ,0.1561,
 ,0.2549, ,4e-04, ,0.1338,
 ,0.0174, ,3e-04, ,0.0174,
 ,0.2793, ,2e-04, ,0.2645,
 ,0.018, ,6e-04, ,0.0205,
 ,0.0218, ,6e-04, ,0.0201,
 ,0.0223, ,6e-04, ,0.0207,
 ,0.3713, ,4e-04, ,0.3735,
 ,0.0206, ,4e-04, ,0.0315,
 ,0.1133, ,2e-04, ,0.0341,
 ,0.0184, ,4e-04, ,0.021,
 ,0.022, ,3e-04, ,0.0188,
 ,0.1087, ,4e-04, ,0.1023,
 ,0.1866, ,4e-04, ,0.2049,
 ,0.0218, ,4e-04, ,0.0175,
 ,0.275, ,2e-04, ,0.2171,
 ,0.0186, ,3e-04, ,0.0172,
 ,0.0236, ,3e-04, ,0.0213,
 ,0.0217, ,6e-04, ,0.0206,
 ,0.3433, ,9e-04, ,0.6615,
 ,0.0235, ,5e-04, ,0.0214,
 ,0.0489, ,4e-04, ,0.0303,
 ,0.0195, ,6e-04, ,0.0184,
 ,0.0179, ,7e-04, ,0.0178,
 ,0.1723, ,8e-04, ,0.202,
 ,0.1488, ,5e-04, ,0.1355,
 ,0.0165, ,3e-04, ,0.0181,
 ,0.2833, ,2e-04, ,0.2721,
 ,0.0287, ,5e-04, ,0.0185,
 ,0.0199, ,4e-04, ,0.0201,
 ,0.023, ,5e-04, ,0.021,
 ,0.3983, ,3e-04, ,0.4047,
 ,0.0246, ,3e-04, ,0.0216,
 ,0.0345, ,2e-04, ,0.0334,
 ,0.0186, ,4e-04, ,0.0217,
 ,0.0181, ,6e-04, ,0.0184,
 ,0.1076, ,5e-04, ,0.0992,
 ,0.2279, ,5e-04, ,0.5396,
 ,0.0174, ,3e-04, ,0.0196,
 ,0.2545, ,3e-04, ,0.2663,
